0.023, 0.57, 0.105, 575738, 1.9
0.008, 0.682, 0.125, 938435, 0.5
0.043, 0.282, 0.106, 996589, -0.8
0.021, 0.66, 0.145, 589823, 1.4
0.044, 0.313, 0.129, 959307, -2.0
0.022, 0.632, 0.117, 978845, 5.0
0.027, 0.545, 0.124, 498091, -3.8
0.039, 0.696, 0.131, 937365, 6.9
0.012, 0.635, 0.141, 416909, 0.1
0.045, 0.325, 0.143, 955365, 3.0
0.042, 0.576, 0.105, 417768, -1.8
0.031, 0.623, 0.116, 652653, 2.2
0.044, 0.203, 0.143, 340613, -0.6
0.014, 0.352, 0.098, 582901, 6.2
0.044, 0.645, 0.147, 386954, -0.2
0.025, 0.67, 0.108, 896092, 4.7
0.049, 0.65, 0.145, 739796, -1.4
0.026, 0.378, 0.128, 649950, -3.9
0.049, 0.321, 0.119, 481991, -2.7
0.04, 0.25, 0.15, 989914, 2.4
0.029, 0.533, 0.148, 615066, 7.6
0.025, 0.269, 0.14, 589113, 1.0
0.025, 0.422, 0.108, 668715, 0.9
0.028, 0.241, 0.111, 579077, -1.0
0.032, 0.692, 0.124, 639220, 2.0
0.047, 0.309, 0.086, 946334, -1.4
0.004, 0.223, 0.114, 671815, -3.7
0.006, 0.413, 0.142, 678751, -1.8
0.046, 0.483, 0.143, 989442, -3.1
0.032, 0.349, 0.089, 708035, 0.7
0.022, 0.669, 0.139, 941135, -3.1
0.0, 0.305, 0.096, 798486, -2.6
0.015, 0.22, 0.112, 701548, -2.6
0.019, 0.342, 0.117, 909779, 3.4
0.036, 0.681, 0.086, 906862, 0.6
0.019, 0.688, 0.115, 531013, -1.8
0.023, 0.359, 0.109, 865217, -1.5
0.048, 0.459, 0.141, 973224, 2.3
0.039, 0.432, 0.107, 953640, 7.9
0.043, 0.595, 0.112, 351436, 6.6
0.046, 0.603, 0.148, 355782, 4.9
0.006, 0.672, 0.138, 488643, -3.8
0.006, 0.561, 0.149, 659678, -3.9
0.047, 0.643, 0.129, 878338, -1.6
0.022, 0.486, 0.149, 966961, -0.4
0.025, 0.208, 0.116, 863169, -0.4
0.007, 0.315, 0.15, 790507, 5.2
0.012, 0.27, 0.136, 741954, 3.4
0.019, 0.469, 0.147, 732176, -1.4
0.013, 0.557, 0.144, 899652, 6.1
0.047, 0.529, 0.112, 851579, -0.5
0.022, 0.559, 0.148, 886121, 2.8
0.039, 0.385, 0.115, 602748, -1.7
0.024, 0.363, 0.148, 690381, 1.2
0.001, 0.386, 0.119, 887653, 5.3
0.048, 0.558, 0.111, 524490, 3.1
0.029, 0.481, 0.089, 722785, 3.9
0.045, 0.32, 0.1, 691165, -0.7
0.018, 0.296, 0.085, 506238, 5.3
0.041, 0.514, 0.105, 494710, 6.5
0.024, 0.527, 0.114, 740749, 7.8
0.0, 0.355, 0.092, 966691, -3.0
0.017, 0.544, 0.149, 853749, 6.2
0.017, 0.511, 0.133, 725410, -0.0
0.015, 0.459, 0.15, 465430, -3.5
0.025, 0.531, 0.113, 720173, -3.4
0.021, 0.36, 0.104, 708065, 1.2
0.033, 0.363, 0.109, 811550, 3.0
0.049, 0.267, 0.112, 754199, 1.2
0.047, 0.686, 0.107, 732758, 0.0
0.017, 0.612, 0.107, 399463, -2.1
0.008, 0.695, 0.114, 576748, 4.7
0.031, 0.69, 0.082, 884614, 1.4
0.013, 0.657, 0.13, 493393, -3.6
0.034, 0.312, 0.081, 608480, -1.0
0.005, 0.43, 0.132, 938525, 3.6
0.024, 0.454, 0.131, 995495, 5.7
0.014, 0.294, 0.14, 952574, -0.7
0.049, 0.67, 0.14, 754585, 7.7
0.032, 0.581, 0.085, 483866, 3.1
0.004, 0.208, 0.146, 473263, 4.9
0.024, 0.261, 0.095, 748343, 7.7
0.005, 0.472, 0.118, 408484, -1.9
0.014, 0.534, 0.099, 831640, 0.7
0.029, 0.686, 0.15, 999715, 6.2
0.033, 0.53, 0.085, 910354, 3.6
0.042, 0.688, 0.134, 456923, 4.0
0.016, 0.462, 0.143, 767241, -2.7
0.044, 0.235, 0.087, 726847, 1.0
0.031, 0.482, 0.12, 317751, -1.8
0.011, 0.311, 0.119, 693977, 5.3
0.022, 0.294, 0.144, 609353, 7.4
0.011, 0.659, 0.134, 824512, 3.5
0.012, 0.308, 0.09, 946743, -1.7
0.016, 0.633, 0.09, 638838, -2.8
0.007, 0.347, 0.125, 490208, 0.6
0.013, 0.234, 0.13, 624673, -1.7
0.014, 0.308, 0.091, 826226, -3.5
0.037, 0.657, 0.11, 855652, 6.7
0.049, 0.364, 0.086, 563480, -0.1
0.048, 0.205, 0.119, 613135, -0.6
0.028, 0.54, 0.141, 318493, -3.1
0.036, 0.656, 0.082, 417534, 1.5
0.015, 0.652, 0.14, 775915, 2.9
0.038, 0.617, 0.112, 487675, 2.9
0.02, 0.454, 0.147, 726988, 1.3
0.025, 0.225, 0.145, 966514, 6.5
0.034, 0.64, 0.15, 423452, -0.7
0.004, 0.62, 0.108, 956808, -1.3
0.006, 0.315, 0.149, 731476, -3.1
0.011, 0.217, 0.12, 753650, 5.8
0.012, 0.419, 0.098, 328169, 0.5
0.029, 0.483, 0.123, 398985, 2.8
0.004, 0.635, 0.104, 363741, -0.7
0.042, 0.58, 0.134, 570837, -3.4
0.003, 0.608, 0.117, 529194, -4.0
0.014, 0.624, 0.126, 748245, 6.3
0.02, 0.501, 0.138, 567756, 0.0
0.017, 0.244, 0.145, 498448, -1.4
0.004, 0.382, 0.129, 455770, 5.5
0.003, 0.275, 0.12, 390183, 3.1
0.007, 0.637, 0.145, 518765, 3.5
0.045, 0.518, 0.086, 334348, 5.0
0.016, 0.522, 0.138, 894309, 5.8
0.015, 0.574, 0.121, 889142, -2.6
0.007, 0.297, 0.116, 639327, 3.4
0.025, 0.686, 0.09, 618553, -1.6
0.05, 0.549, 0.094, 684657, 4.7
0.006, 0.613, 0.095, 738805, 2.7
0.0, 0.233, 0.1, 947021, 2.0
0.035, 0.341, 0.128, 519699, -3.2
0.012, 0.296, 0.11, 808090, -1.2
0.024, 0.501, 0.137, 912688, 0.2
0.015, 0.325, 0.088, 686471, 1.4
0.005, 0.475, 0.125, 426421, 5.2
0.043, 0.3, 0.145, 537287, -0.1
0.024, 0.649, 0.081, 859597, 0.8
0.036, 0.508, 0.133, 935881, -1.7
0.032, 0.534, 0.085, 948232, 0.1
0.027, 0.265, 0.143, 372272, 3.8
0.042, 0.202, 0.116, 740227, -0.2
0.043, 0.615, 0.111, 736433, -2.5
0.018, 0.379, 0.11, 317629, 6.2
0.019, 0.29, 0.115, 740181, 4.0
0.029, 0.636, 0.101, 953928, 3.7
0.026, 0.557, 0.116, 604598, -0.9
0.018, 0.211, 0.102, 514293, 4.8
0.006, 0.282, 0.147, 562138, 2.9
0.011, 0.597, 0.112, 836505, -2.6
0.037, 0.648, 0.099, 541206, 1.3
0.0, 0.23, 0.119, 931853, 1.0
0.008, 0.63, 0.136, 722386, 2.6
0.031, 0.482, 0.136, 819135, 3.5
0.04, 0.404, 0.128, 518809, 7.1
0.019, 0.322, 0.14, 804806, 6.8
0.015, 0.585, 0.137, 349776, 2.5
0.017, 0.324, 0.118, 776442, -1.5
0.043, 0.374, 0.08, 779241, 0.0
0.037, 0.637, 0.148, 356595, -2.2
0.019, 0.27, 0.097, 655409, -0.2
0.001, 0.383, 0.083, 739137, 0.8
0.023, 0.408, 0.125, 424211, 8.0
0.023, 0.497, 0.137, 742029, -1.2
0.011, 0.347, 0.117, 811093, 0.7
0.002, 0.341, 0.138, 486805, 5.1
0.021, 0.328, 0.132, 523311, -1.3
0.009, 0.246, 0.134, 769917, 0.5
0.002, 0.692, 0.122, 746981, 1.7
0.021, 0.615, 0.137, 393263, -3.1
0.044, 0.343, 0.147, 324392, -1.3
0.029, 0.341, 0.084, 808822, 4.2
0.034, 0.606, 0.118, 495175, 4.3
0.044, 0.396, 0.118, 320901, 4.6
0.029, 0.287, 0.086, 493538, 7.5
0.033, 0.649, 0.127, 405230, -2.6
0.03, 0.3, 0.125, 852323, 1.8
0.032, 0.624, 0.136, 447251, 3.9
0.013, 0.478, 0.098, 863879, -2.1
0.029, 0.66, 0.132, 900797, 4.3
0.003, 0.408, 0.137, 420497, -2.3
0.033, 0.526, 0.144, 309721, 0.8
0.036, 0.207, 0.117, 966378, -2.0
0.013, 0.235, 0.139, 659756, 0.1
0.04, 0.255, 0.127, 588143, -2.4
0.032, 0.432, 0.139, 956355, 1.2
0.024, 0.425, 0.127, 940319, 7.4
0.02, 0.643, 0.098, 354131, -0.5
0.019, 0.469, 0.149, 951477, -3.9
0.047, 0.45, 0.128, 489081, 5.5
0.045, 0.31, 0.081, 513699, 2.9
0.032, 0.292, 0.109, 957697, -0.9
0.035, 0.557, 0.129, 513961, 5.2
0.014, 0.281, 0.119, 982961, -2.3
0.045, 0.685, 0.146, 359468, 2.2
0.047, 0.4, 0.113, 592260, 1.5
0.011, 0.202, 0.101, 857828, -0.9
0.047, 0.684, 0.126, 322513, 2.4
0.015, 0.56, 0.083, 892406, -0.2
0.005, 0.515, 0.128, 305058, 2.0
0.036, 0.561, 0.119, 352117, -3.3
0.001, 0.279, 0.131, 741338, -3.9
0.017, 0.577, 0.137, 350054, 5.2
0.026, 0.686, 0.147, 977404, 6.1
0.049, 0.465, 0.125, 980215, 1.2
0.04, 0.653, 0.105, 931128, 0.1
0.025, 0.259, 0.144, 362919, -3.7
0.047, 0.281, 0.113, 358425, 0.5
0.009, 0.406, 0.138, 639404, 2.8
0.015, 0.564, 0.087, 837647, 0.5
0.01, 0.335, 0.121, 874288, 0.9
0.022, 0.463, 0.09, 604986, -3.3
0.014, 0.241, 0.142, 411209, 3.4
0.027, 0.213, 0.085, 944533, 3.5
0.039, 0.228, 0.104, 750401, 5.0
0.019, 0.686, 0.1, 868411, 2.6
0.021, 0.668, 0.085, 829748, -0.8
0.046, 0.621, 0.108, 601465, 5.9
0.003, 0.544, 0.132, 557229, 0.3
0.0, 0.652, 0.146, 678667, -2.0
0.033, 0.559, 0.111, 602287, 0.9
0.012, 0.306, 0.111, 668635, 1.7
0.011, 0.679, 0.134, 981438, 1.1
0.013, 0.482, 0.109, 813630, 3.7
0.047, 0.656, 0.145, 871681, -3.9
0.013, 0.383, 0.081, 478614, -0.9
0.045, 0.561, 0.083, 620103, -0.3
0.043, 0.404, 0.139, 942577, -1.0
0.04, 0.388, 0.103, 328242, -0.6
0.018, 0.21, 0.125, 751827, 3.8
0.045, 0.356, 0.109, 812887, 1.4
0.012, 0.572, 0.131, 545443, 1.8
0.022, 0.59, 0.105, 332569, -0.8
0.026, 0.594, 0.135, 824285, 1.7
0.022, 0.419, 0.119, 574217, 3.2
0.009, 0.616, 0.143, 745502, 4.3
0.012, 0.619, 0.082, 776036, 2.7
0.006, 0.532, 0.137, 877733, 0.7
0.001, 0.222, 0.12, 450445, 2.6
0.038, 0.473, 0.13, 508351, 1.8
0.023, 0.559, 0.13, 560411, 3.5
0.014, 0.372, 0.122, 894376, 0.7
0.041, 0.264, 0.103, 900543, 3.6
0.022, 0.32, 0.095, 929886, -2.2
0.02, 0.624, 0.114, 551679, 6.8
0.006, 0.692, 0.114, 803024, 4.2
0.002, 0.23, 0.099, 780701, -2.2
0.041, 0.437, 0.121, 971620, 0.2
0.032, 0.349, 0.084, 989733, 0.0
0.011, 0.267, 0.124, 751322, 0.1
0.025, 0.629, 0.129, 888418, -1.6
0.012, 0.413, 0.133, 861966, 2.2
0.001, 0.695, 0.121, 909896, 2.6
0.041, 0.405, 0.145, 835357, 3.0
0.001, 0.643, 0.111, 334412, 2.0
0.008, 0.504, 0.092, 900893, -2.6
0.004, 0.652, 0.109, 814442, -2.9
0.045, 0.457, 0.142, 699534, 2.0
0.025, 0.411, 0.116, 758703, 3.8
0.027, 0.552, 0.083, 835196, 2.3
0.025, 0.552, 0.14, 566175, 3.6
0.003, 0.259, 0.14, 891258, 5.8
0.014, 0.342, 0.104, 447633, 3.6
0.0, 0.39, 0.146, 577719, 5.1
0.039, 0.493, 0.145, 987505, -3.8
0.033, 0.556, 0.123, 888436, 2.2
0.035, 0.694, 0.139, 637809, 5.4
0.003, 0.438, 0.135, 710133, -0.3
0.009, 0.516, 0.093, 426514, 4.2
0.003, 0.581, 0.146, 348420, 4.1
0.033, 0.625, 0.116, 470499, -1.5
0.016, 0.633, 0.148, 792020, 5.9
0.04, 0.598, 0.118, 942847, 2.5
0.026, 0.608, 0.111, 659052, 1.4
0.029, 0.62, 0.145, 647460, 0.9
0.043, 0.542, 0.102, 984144, 0.5
0.024, 0.517, 0.138, 749899, 4.1
0.003, 0.229, 0.112, 747492, 0.2
0.042, 0.543, 0.08, 790397, -3.8
0.039, 0.377, 0.136, 570557, -1.1
0.023, 0.308, 0.084, 894013, -3.8
0.017, 0.438, 0.106, 840777, 6.5
0.035, 0.557, 0.105, 425485, 7.1
0.006, 0.415, 0.115, 777159, 5.8
0.008, 0.613, 0.112, 686235, 0.1
0.019, 0.423, 0.142, 656510, 4.5
0.017, 0.43, 0.09, 479971, -1.9
0.043, 0.463, 0.107, 918220, 2.8
0.018, 0.344, 0.129, 697092, -1.1
0.04, 0.254, 0.093, 419903, 2.5
0.03, 0.275, 0.127, 950684, 0.2
0.049, 0.374, 0.111, 898732, -1.9
0.042, 0.673, 0.135, 499618, 4.6
0.025, 0.469, 0.133, 685437, 3.8
0.002, 0.688, 0.116, 459699, 0.5
0.009, 0.474, 0.119, 853052, 1.1
0.037, 0.549, 0.129, 950458, 3.3
0.004, 0.5, 0.113, 347473, 4.2
0.046, 0.445, 0.102, 399648, 1.0
0.045, 0.277, 0.097, 386423, 0.6
0.029, 0.651, 0.124, 738693, -1.8
0.035, 0.432, 0.142, 959424, 5.4
0.034, 0.465, 0.149, 369649, 6.3
0.028, 0.689, 0.096, 587767, -2.6
0.033, 0.643, 0.084, 819962, 1.9
0.01, 0.209, 0.122, 394083, -2.8
0.025, 0.537, 0.139, 698780, 7.0
0.042, 0.502, 0.125, 904913, 6.8
0.032, 0.623, 0.112, 616547, 7.2
0.018, 0.532, 0.145, 474713, 0.1
0.019, 0.659, 0.134, 403518, 2.4
0.027, 0.405, 0.134, 873089, -2.2
0.037, 0.253, 0.107, 706557, -1.3
0.018, 0.655, 0.131, 390744, -3.4
0.033, 0.506, 0.1, 619979, -0.3
0.034, 0.688, 0.114, 334796, 4.0
0.041, 0.557, 0.141, 462022, 3.0
0.024, 0.416, 0.129, 509354, 5.0
0.032, 0.317, 0.129, 495419, -0.5
0.011, 0.534, 0.095, 580415, -1.6
0.045, 0.316, 0.087, 923428, -2.6
0.004, 0.307, 0.144, 394917, -1.0
0.0, 0.256, 0.111, 855174, 0.9
0.023, 0.49, 0.113, 665090, -3.1
0.038, 0.462, 0.145, 855094, 3.0
0.02, 0.657, 0.14, 657421, 6.7
0.011, 0.339, 0.097, 642413, -1.2
0.031, 0.293, 0.145, 965359, -3.4
0.031, 0.41, 0.098, 884129, 6.9
0.001, 0.424, 0.102, 922693, -1.6
0.006, 0.391, 0.138, 353916, -3.6
0.021, 0.54, 0.106, 765880, 1.3
0.002, 0.424, 0.133, 738001, 5.8
0.032, 0.326, 0.082, 419491, -3.0
0.026, 0.372, 0.089, 422618, 3.8
0.003, 0.315, 0.083, 501796, 2.3
0.032, 0.502, 0.11, 424288, 5.4
0.044, 0.251, 0.121, 575027, 0.4
0.006, 0.329, 0.116, 579608, -3.8
0.009, 0.217, 0.15, 687150, -0.3
0.004, 0.492, 0.095, 999569, -0.4
0.025, 0.662, 0.097, 745440, -0.8
0.041, 0.55, 0.143, 461576, 7.4
0.023, 0.644, 0.139, 662861, 2.7
0.048, 0.675, 0.11, 305805, 2.1
0.035, 0.487, 0.085, 795314, 4.2
0.039, 0.405, 0.139, 892842, 2.9
0.009, 0.459, 0.138, 587368, -0.4
0.035, 0.408, 0.108, 466405, -0.0
0.047, 0.472, 0.148, 932993, 5.1
0.003, 0.23, 0.147, 359435, 1.3
0.047, 0.396, 0.111, 606930, 2.5
0.02, 0.588, 0.084, 518451, 4.0
0.003, 0.465, 0.132, 477142, -3.2
0.022, 0.537, 0.137, 892874, -0.0
0.01, 0.43, 0.12, 946329, -2.2
0.004, 0.685, 0.09, 937156, 4.2
0.001, 0.544, 0.124, 473431, 7.9
0.036, 0.205, 0.105, 692174, -0.2
0.002, 0.214, 0.118, 328398, 5.1
0.03, 0.336, 0.089, 944918, -1.5
0.044, 0.645, 0.122, 879028, -3.7
0.036, 0.339, 0.132, 430713, 1.6
0.012, 0.591, 0.119, 711704, 1.6
0.048, 0.495, 0.112, 861944, -1.2
0.014, 0.291, 0.147, 435155, 3.7
0.038, 0.377, 0.093, 558898, -1.7
0.019, 0.233, 0.087, 477567, -2.1
0.029, 0.494, 0.121, 577040, 0.0
0.03, 0.575, 0.13, 323677, 0.0
0.048, 0.237, 0.132, 639968, 3.0
0.043, 0.426, 0.117, 500340, -1.6
0.007, 0.354, 0.143, 986842, -0.6
0.032, 0.295, 0.133, 834162, 3.8
0.048, 0.467, 0.126, 903429, 4.9
0.027, 0.384, 0.15, 417999, -1.2
0.031, 0.439, 0.085, 350627, 2.2
0.024, 0.432, 0.134, 462136, -2.5
0.043, 0.664, 0.082, 506720, -2.1
0.027, 0.587, 0.098, 598872, -0.7
0.015, 0.588, 0.142, 942648, -2.9
0.026, 0.206, 0.134, 651007, -0.4
0.039, 0.389, 0.129, 991842, -0.3
0.031, 0.453, 0.115, 398983, -0.8
0.012, 0.207, 0.135, 510123, 0.8
0.021, 0.646, 0.131, 498004, 3.4
0.05, 0.513, 0.104, 494385, 4.8
0.03, 0.629, 0.145, 370623, -3.8
0.039, 0.429, 0.122, 606193, 0.6
0.027, 0.518, 0.142, 948970, 6.1
0.038, 0.649, 0.123, 525732, -1.4
0.018, 0.369, 0.095, 380380, 2.4
0.019, 0.625, 0.107, 543132, 5.6
0.031, 0.436, 0.134, 996187, -1.2
0.037, 0.558, 0.096, 480524, 0.9
0.041, 0.658, 0.098, 544758, -0.0
0.008, 0.255, 0.149, 588900, 7.6
0.036, 0.247, 0.108, 780455, 3.6
0.004, 0.337, 0.11, 540767, 1.1
0.048, 0.2, 0.135, 325389, 2.4
0.025, 0.509, 0.082, 504498, -2.9
0.048, 0.658, 0.139, 670807, -3.8
0.029, 0.352, 0.136, 317633, -0.9
0.033, 0.485, 0.083, 784676, -1.5
0.037, 0.234, 0.094, 692062, 3.2
0.015, 0.674, 0.12, 716601, 1.3
0.046, 0.32, 0.09, 369155, 0.2
0.012, 0.571, 0.111, 960966, 1.5
0.045, 0.627, 0.107, 892274, 3.8
0.048, 0.683, 0.105, 666420, 0.9
0.045, 0.287, 0.149, 900114, -3.2
0.015, 0.681, 0.148, 991953, -1.4
0.028, 0.541, 0.095, 963648, -0.7
0.021, 0.621, 0.12, 716902, -2.5
0.042, 0.3, 0.131, 315272, -0.8
0.035, 0.573, 0.081, 570978, 5.1
0.044, 0.24, 0.111, 927584, 0.1
0.026, 0.63, 0.112, 367621, 6.3
0.002, 0.663, 0.147, 558490, 6.4
0.047, 0.578, 0.123, 501192, 1.7
0.036, 0.456, 0.147, 713660, -2.9
0.028, 0.448, 0.149, 995592, 7.2
0.014, 0.463, 0.118, 759444, -0.7
0.0, 0.587, 0.103, 895021, 4.0
0.019, 0.617, 0.122, 336816, 5.4
0.012, 0.358, 0.103, 770932, 3.2
0.036, 0.496, 0.149, 933016, 3.3
0.016, 0.338, 0.11, 912247, -3.3
0.001, 0.475, 0.116, 880012, 5.6
0.036, 0.536, 0.143, 830395, -2.4
0.001, 0.489, 0.089, 610757, 2.6
0.02, 0.53, 0.141, 356851, -0.9
0.049, 0.3, 0.089, 760891, 0.3
0.046, 0.586, 0.111, 422292, -2.2
0.016, 0.357, 0.134, 687349, -0.9
0.017, 0.208, 0.106, 759653, 0.8
0.023, 0.55, 0.089, 964256, 1.1
0.015, 0.355, 0.132, 352714, 3.9
0.009, 0.394, 0.145, 978906, 3.4
0.028, 0.675, 0.139, 894377, 1.7
0.034, 0.266, 0.141, 786595, 3.1
0.008, 0.28, 0.104, 654166, 4.3
0.032, 0.227, 0.139, 792813, 1.8
0.033, 0.277, 0.112, 847850, -0.3
0.008, 0.599, 0.11, 840575, -3.5
0.048, 0.56, 0.094, 601708, -1.7
0.021, 0.239, 0.137, 952754, 2.4
0.039, 0.616, 0.136, 701626, 5.4
0.041, 0.307, 0.112, 758350, 4.2
0.011, 0.275, 0.101, 649773, 3.6
0.018, 0.363, 0.14, 741240, 5.2
0.048, 0.567, 0.08, 573556, -1.8
0.032, 0.614, 0.148, 902213, -0.6
0.04, 0.673, 0.149, 970759, -2.6
0.004, 0.549, 0.094, 522033, 2.4
0.019, 0.529, 0.1, 854026, 4.7
0.021, 0.216, 0.092, 842808, 7.4
0.002, 0.473, 0.137, 721692, 3.8
0.018, 0.485, 0.132, 630335, 8.0
0.024, 0.388, 0.123, 899210, 7.1
0.036, 0.692, 0.129, 915686, 3.2
0.03, 0.556, 0.134, 391801, -0.5
0.046, 0.206, 0.101, 761831, -2.5
0.021, 0.5, 0.123, 838578, 2.9
0.008, 0.59, 0.128, 989232, -1.9
0.022, 0.67, 0.11, 974529, -3.8
0.048, 0.547, 0.123, 758404, 2.1
0.049, 0.628, 0.102, 424023, -0.0
0.047, 0.565, 0.142, 421776, -2.3
0.016, 0.48, 0.148, 737877, -3.6
0.044, 0.661, 0.127, 319892, 1.3
0.016, 0.622, 0.148, 925352, 0.4
0.018, 0.42, 0.114, 668207, 0.6
0.038, 0.393, 0.14, 650231, -2.2
0.004, 0.282, 0.101, 790765, -3.7
0.017, 0.613, 0.083, 951796, 0.0
0.007, 0.626, 0.119, 576175, 1.2
0.038, 0.447, 0.084, 378206, 6.4
0.04, 0.407, 0.13, 989467, -3.5
0.025, 0.276, 0.142, 382612, -1.1
0.038, 0.375, 0.131, 761480, 3.2
0.047, 0.539, 0.102, 819382, 2.4
0.01, 0.498, 0.127, 866463, 1.9
0.044, 0.616, 0.088, 879877, 4.5
0.044, 0.235, 0.101, 659264, -3.8
0.041, 0.253, 0.138, 497717, 4.0
0.046, 0.612, 0.109, 467881, -2.3
0.007, 0.376, 0.125, 723818, -2.8
0.028, 0.459, 0.137, 739199, 1.6
0.048, 0.439, 0.12, 750445, -0.2
0.022, 0.665, 0.08, 886577, 0.9
0.007, 0.575, 0.088, 483037, 2.6
0.023, 0.311, 0.137, 987705, 0.9
0.022, 0.446, 0.106, 985281, 2.9
0.002, 0.293, 0.146, 500990, 1.5
0.01, 0.275, 0.126, 850810, -2.9
0.04, 0.506, 0.129, 489070, 2.9
0.042, 0.269, 0.125, 910631, -0.3
0.004, 0.254, 0.145, 871556, 1.5
0.016, 0.331, 0.138, 662926, -2.7
0.022, 0.685, 0.13, 731066, -3.4
0.017, 0.247, 0.123, 586138, -2.0
0.008, 0.266, 0.146, 677390, -0.7
0.039, 0.366, 0.087, 906942, 0.1
0.005, 0.512, 0.129, 966515, 1.6
0.003, 0.251, 0.106, 910555, 6.1
0.048, 0.335, 0.15, 910057, 2.0
0.029, 0.278, 0.087, 994973, 2.2
0.035, 0.342, 0.1, 768053, 6.9
0.04, 0.698, 0.121, 333822, 4.3
0.047, 0.642, 0.132, 456558, 1.3
0.036, 0.382, 0.095, 572376, 2.4
0.011, 0.322, 0.128, 518097, 3.6
0.044, 0.456, 0.132, 878812, -2.3
0.032, 0.2, 0.148, 330853, -2.3
0.002, 0.445, 0.143, 482260, 0.8
0.043, 0.27, 0.081, 802727, 7.9
0.035, 0.297, 0.106, 886331, 2.0
0.009, 0.692, 0.13, 410718, 7.7
0.024, 0.25, 0.12, 909031, -1.9
0.023, 0.681, 0.091, 869448, 3.4
0.008, 0.472, 0.136, 408621, -3.2
0.045, 0.661, 0.133, 662858, -2.4
0.001, 0.556, 0.122, 882155, 1.6
0.003, 0.205, 0.117, 562502, -3.6
0.0, 0.693, 0.101, 578361, -2.2
0.026, 0.305, 0.107, 469940, 1.0
0.018, 0.425, 0.092, 904290, -0.6
0.01, 0.52, 0.14, 581800, -0.7
0.034, 0.619, 0.114, 449125, -1.2
0.045, 0.426, 0.109, 967148, -1.3
0.01, 0.653, 0.096, 623554, 1.1
0.033, 0.684, 0.114, 424815, 2.6
0.004, 0.481, 0.107, 721210, 3.1
0.031, 0.491, 0.133, 480918, -0.1
0.027, 0.674, 0.122, 731746, 3.2
0.024, 0.448, 0.148, 742355, -2.2
0.005, 0.597, 0.107, 584346, 3.1
0.009, 0.43, 0.147, 716409, -1.6
0.049, 0.648, 0.13, 423532, -3.5
0.005, 0.475, 0.119, 512678, -3.6
0.038, 0.385, 0.09, 446442, 4.2
0.023, 0.465, 0.131, 903384, -1.0
0.005, 0.41, 0.146, 792340, 2.4
0.025, 0.482, 0.105, 476645, -3.0
0.021, 0.662, 0.117, 416050, 4.3
0.042, 0.278, 0.109, 507453, -0.4
0.011, 0.653, 0.106, 938761, 1.7
0.016, 0.65, 0.119, 598642, -1.3
0.042, 0.483, 0.121, 977619, 0.6
0.019, 0.611, 0.131, 927106, 0.0
0.002, 0.652, 0.147, 879416, 1.7
0.007, 0.207, 0.147, 422731, 4.4
0.033, 0.326, 0.148, 826356, 3.0
0.018, 0.416, 0.125, 419184, -2.8
0.049, 0.646, 0.108, 786207, 7.7
0.002, 0.588, 0.129, 770138, 3.5
0.048, 0.251, 0.119, 639850, -1.3
0.013, 0.316, 0.111, 309106, 4.6
0.04, 0.54, 0.144, 993572, -2.9
0.028, 0.544, 0.107, 833285, 5.5
0.031, 0.568, 0.108, 451665, -4.0
0.027, 0.492, 0.131, 382908, -3.3
0.007, 0.22, 0.142, 922536, -0.7
0.004, 0.595, 0.109, 896804, -0.2
